Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
11;Rogaland;1160;Vindafjord;;;DEMN;Norgesdemokratene;1,89474;6775;33;48;81;1,89474;;0;0;
11;Rogaland;1160;Vindafjord;;;VILI;Vindafjordlista;12,5614;6775;112;425;537;12,5614;;3;0;
15;Møre og Romsdal;1505;Kristiansund;;;A;Arbeiderpartiet;21,34017;19563;1733;681;2414;-14,876;;10;0;
15;Møre og Romsdal;1505;Kristiansund;;;SV;SV - Sosialistisk Venstreparti;4,87977;19563;391;161;552;2,32313;;2;0;
15;Møre og Romsdal;1505;Kristiansund;;;RØDT;Rødt;5,52511;19563;456;169;625;-2,40049;;3;0;
15;Møre og Romsdal;1505;Kristiansund;;;SP;Senterpartiet;6,1174;19563;429;263;692;-11,3383;;3;0;
15;Møre og Romsdal;1505;Kristiansund;;;MDG;Miljøpartiet De Grønne;2,43105;19563;190;85;275;-2,20617;;1;0;
15;Møre og Romsdal;1505;Kristiansund;;;V;Venstre;23,16124;19563;1634;986;2620;19,44089;;10;0;
15;Møre og Romsdal;1505;Kristiansund;;;H;Høyre;7,3285;19563;631;198;829;2,36509;;3;0;
15;Møre og Romsdal;1505;Kristiansund;;;FRP;Fremskrittspartiet;11,66902;19563;918;402;1320;7,26984;;5;0;
15;Møre og Romsdal;1505;Kristiansund;;;INP;Industri- og Næringspartiet;6,06436;19563;469;217;686;6,06436;;3;0;
15;Møre og Romsdal;1505;Kristiansund;;;LIBS;Liberalistene;0,24752;19563;20;8;28;0,24752;;0;0;
15;Møre og Romsdal;1505;Kristiansund;;;NORM;Nordmørslista;11,23586;19563;904;367;1271;-5,34706;;5;0;
15;Møre og Romsdal;1506;Molde;;;A;Arbeiderpartiet;14,56622;25668;997;1273;2270;1,02302;;7;0;
15;Møre og Romsdal;1506;Molde;;;SV;SV - Sosialistisk Venstreparti;9,33008;25668;698;756;1454;-3,33294;;5;0;
15;Møre og Romsdal;1506;Molde;;;RØDT;Rødt;3,03516;25668;223;250;473;0,99212;;2;0;
15;Møre og Romsdal;1506;Molde;;;SP;Senterpartiet;8,25205;25668;475;811;1286;-7,91242;;4;0;
15;Møre og Romsdal;1506;Molde;;;KRF;Kristelig Folkeparti;5,47356;25668;405;448;853;0,57796;;3;0;
15;Møre og Romsdal;1506;Molde;;;MDG;Miljøpartiet De Grønne;5,55698;25668;425;441;866;-3,0071;;3;0;
15;Møre og Romsdal;1506;Molde;;;V;Venstre;4,97305;25668;300;475;775;1,67719;;2;0;
15;Møre og Romsdal;1506;Molde;;;H;Høyre;29,51104;25668;2045;2554;4599;3,47185;;15;0;
15;Møre og Romsdal;1506;Molde;;;FRP;Fremskrittspartiet;15,20149;25668;971;1398;2369;3,46362;;7;0;
15;Møre og Romsdal;1506;Molde;;;INP;Industri- og Næringspartiet;2,66299;25668;166;249;415;2,66299;;1;0;
15;Møre og Romsdal;1506;Molde;;;KRISTNE;Konservativt;1,07803;25668;85;83;168;0,185;;0;0;
15;Møre og Romsdal;1506;Molde;;;LIBS;Liberalistene;0,35934;25668;20;36;56;0,19873;;0;0;
15;Møre og Romsdal;1508;Ålesund;;;A;Arbeiderpartiet;14,9848;45630;2258;1931;4189;;;7;0;
15;Møre og Romsdal;1508;Ålesund;;;SV;SV - Sosialistisk Venstreparti;3,92416;45630;652;445;1097;;;2;0;
15;Møre og Romsdal;1508;Ålesund;;;RØDT;Rødt;1,82794;45630;280;231;511;;;1;0;
15;Møre og Romsdal;1508;Ålesund;;;SP;Senterpartiet;2,69361;45630;324;429;753;;;1;0;
15;Møre og Romsdal;1508;Ålesund;;;KRF;Kristelig Folkeparti;5,00089;45630;747;651;1398;;;2;0;
15;Møre og Romsdal;1508;Ålesund;;;MDG;Miljøpartiet De Grønne;2,70792;45630;416;341;757;;;1;0;
15;Møre og Romsdal;1508;Ålesund;;;V;Venstre;2,03899;45630;292;278;570;;;1;0;
15;Møre og Romsdal;1508;Ålesund;;;H;Høyre;22,12484;45630;3538;2647;6185;;;11;0;
15;Møre og Romsdal;1508;Ålesund;;;FRP;Fremskrittspartiet;25,80218;45630;4224;2989;7213;;;13;0;
15;Møre og Romsdal;1508;Ålesund;;;DEMN;Norgesdemokratene;1,2377;45630;161;185;346;;;0;0;
15;Møre og Romsdal;1508;Ålesund;;;INP;Industri- og Næringspartiet;2,9619;45630;433;395;828;;;1;0;
15;Møre og Romsdal;1508;Ålesund;;;KRISTNE;Konservativt;0,9086;45630;114;140;254;;;0;0;
15;Møre og Romsdal;1508;Ålesund;;;LIBS;Liberalistene;0,16097;45630;21;24;45;;;0;0;
15;Møre og Romsdal;1508;Ålesund;;;ÅTLÅ;Ålesundlista Tverrpolitisk liste for Ålesund;13,62547;45630;2143;1666;3809;;;7;0;
15;Møre og Romsdal;1511;Vanylven;;;A;Arbeiderpartiet;15,79539;2506;115;166;281;-0,06668;;3;0;
15;Møre og Romsdal;1511;Vanylven;;;SP;Senterpartiet;17,819;2506;102;215;317;1,32475;;4;0;
15;Møre og Romsdal;1511;Vanylven;;;KRF;Kristelig Folkeparti;6,01461;2506;43;64;107;-4,1578;;1;0;
15;Møre og Romsdal;1511;Vanylven;;;V;Venstre;18,04384;2506;97;224;321;-3,39294;;4;0;
15;Møre og Romsdal;1511;Vanylven;;;H;Høyre;9,27487;2506;71;94;165;-3,31133;;2;0;
15;Møre og Romsdal;1511;Vanylven;;;FRP;Fremskrittspartiet;13,94042;2506;117;131;248;1,81398;;3;0;
15;Møre og Romsdal;1511;Vanylven;;;INP;Industri- og Næringspartiet;19,11186;2506;160;180;340;19,11186;;4;0;
15;Møre og Romsdal;1514;Sande;;;A;Arbeiderpartiet;23,34944;1897;124;166;290;3,05509;;5;0;
15;Møre og Romsdal;1514;Sande;;;SP;Senterpartiet;18,84058;1897;103;131;234;-1,99598;;4;0;
15;Møre og Romsdal;1514;Sande;;;H;Høyre;41,54589;1897;131;385;516;5,29493;;9;0;
15;Møre og Romsdal;1514;Sande;;;FRP;Fremskrittspartiet;16,26409;1897;79;123;202;4,10297;;3;0;
15;Møre og Romsdal;1515;Herøy;;;A;Arbeiderpartiet;12,1733;6948;198;319;517;-8,6001;;4;0;
15;Møre og Romsdal;1515;Herøy;;;SP;Senterpartiet;1,88368;6948;26;54;80;-7,59521;;0;0;
15;Møre og Romsdal;1515;Herøy;;;KRF;Kristelig Folkeparti;16,71768;6948;242;468;710;0,16498;;6;0;
15;Møre og Romsdal;1515;Herøy;;;V;Venstre;1,71886;6948;31;42;73;1,71886;;0;0;
15;Møre og Romsdal;1515;Herøy;;;H;Høyre;23,94632;6948;441;576;1017;-5,48071;;8;0;
15;Møre og Romsdal;1515;Herøy;;;FRP;Fremskrittspartiet;18,78973;6948;341;457;798;9,40515;;7;0;
15;Møre og Romsdal;1515;Herøy;;;INP;Industri- og Næringspartiet;8,52366;6948;126;236;362;8,52366;;3;0;
15;Møre og Romsdal;1515;Herøy;;;KRISTNE;Konservativt;1,60113;6948;16;52;68;0,02131;;0;0;
15;Møre og Romsdal;1515;Herøy;;;FLRSV;Fellesliste Raudt og Sosialistisk Venstreparti;1,88368;6948;27;53;80;1,88368;;0;0;
15;Møre og Romsdal;1515;Herøy;;;FOLKEL;FOLKELISTA;12,76195;6948;158;384;542;-0,04163;;5;0;
15;Møre og Romsdal;1516;Ulstein;;;A;Arbeiderpartiet;15,38102;6735;338;320;658;-4,80115;;4;0;
15;Møre og Romsdal;1516;Ulstein;;;SV;SV - Sosialistisk Venstreparti;3,95044;6735;96;73;169;-0,22022;;1;0;
15;Møre og Romsdal;1516;Ulstein;;;RØDT;Rødt;1,28565;6735;33;22;55;1,28565;;0;0;
15;Møre og Romsdal;1516;Ulstein;;;SP;Senterpartiet;11,19682;6735;186;293;479;-2,39378;;3;0;
15;Møre og Romsdal;1516;Ulstein;;;KRF;Kristelig Folkeparti;8,13464;6735;178;170;348;-2,19613;;2;0;
15;Møre og Romsdal;1516;Ulstein;;;V;Venstre;5,93735;6735;138;116;254;-0,94184;;1;0;
15;Møre og Romsdal;1516;Ulstein;;;H;Høyre;23,46891;6735;483;521;1004;5,13238;;6;0;
15;Møre og Romsdal;1516;Ulstein;;;FRP;Fremskrittspartiet;21,482;6735;481;438;919;-3,13449;;5;0;
15;Møre og Romsdal;1516;Ulstein;;;INP;Industri- og Næringspartiet;6,24123;6735;130;137;267;6,24123;;2;0;
15;Møre og Romsdal;1516;Ulstein;;;KRISTNE;Konservativt;2,92193;6735;57;68;125;1,02835;;1;0;
15;Møre og Romsdal;1517;Hareid;;;A;Arbeiderpartiet;8,35688;3942;91;116;207;-7,47712;;2;0;
15;Møre og Romsdal;1517;Hareid;;;RØDT;Rødt;1,73597;3942;13;30;43;1,73597;;0;0;
15;Møre og Romsdal;1517;Hareid;;;V;Venstre;4,19863;3942;50;54;104;-7,96898;;1;0;
15;Møre og Romsdal;1517;Hareid;;;H;Høyre;9,40654;3942;112;121;233;-0,26308;;2;0;
15;Møre og Romsdal;1517;Hareid;;;FRP;Fremskrittspartiet;12,91885;3942;152;168;320;-18,38655;;3;0;
15;Møre og Romsdal;1517;Hareid;;;INP;Industri- og Næringspartiet;7,95317;3942;104;93;197;7,95317;;2;0;
15;Møre og Romsdal;1517;Hareid;;;FOHAR;Folkelista for Hareid kommune;55,42996;3942;587;786;1373;30,32923;;11;0;
15;Møre og Romsdal;1520;Ørsta;;;A;Arbeiderpartiet;14,03806;8489;292;453;745;3,43968;;5;0;
15;Møre og Romsdal;1520;Ørsta;;;SV;SV - Sosialistisk Venstreparti;10,47673;8489;211;345;556;3,01096;;3;0;
15;Møre og Romsdal;1520;Ørsta;;;SP;Senterpartiet;17,67477;8489;330;608;938;-30,40251;;6;0;
15;Møre og Romsdal;1520;Ørsta;;;KRF;Kristelig Folkeparti;4,71076;8489;98;152;250;0,50892;;2;0;
15;Møre og Romsdal;1520;Ørsta;;;MDG;Miljøpartiet De Grønne;2,07273;8489;44;66;110;-1,17244;;0;0;
15;Møre og Romsdal;1520;Ørsta;;;V;Venstre;3,241;8489;48;124;172;0,22093;;1;0;
15;Møre og Romsdal;1520;Ørsta;;;H;Høyre;18,86188;8489;394;607;1001;10,06428;;6;0;
15;Møre og Romsdal;1520;Ørsta;;;FRP;Fremskrittspartiet;28,92406;8489;616;919;1535;14,33018;;10;0;
15;Møre og Romsdal;1525;Stranda;;;A;Arbeiderpartiet;13,6847;3493;151;145;296;3,43735;;3;0;
15;Møre og Romsdal;1525;Stranda;;;SP;Senterpartiet;27,36939;3493;164;428;592;-19,22955;;7;0;
15;Møre og Romsdal;1525;Stranda;;;KRF;Kristelig Folkeparti;5,77901;3493;65;60;125;-0,09555;;1;0;
15;Møre og Romsdal;1525;Stranda;;;H;Høyre;27,2307;3493;250;339;589;16,01162;;7;0;
15;Møre og Romsdal;1525;Stranda;;;FRP;Fremskrittspartiet;25,9362;3493;290;271;561;4,91146;;7;0;
15;Møre og Romsdal;1528;Sykkylven;;;A;Arbeiderpartiet;13,84859;5959;258;267;525;-1,47023;;4;0;
15;Møre og Romsdal;1528;Sykkylven;;;SV;SV - Sosialistisk Venstreparti;4,4843;5959;87;83;170;-0,0258;;1;0;
15;Møre og Romsdal;1528;Sykkylven;;;SP;Senterpartiet;19,44078;5959;334;403;737;-9,35652;;6;0;
15;Møre og Romsdal;1528;Sykkylven;;;KRF;Kristelig Folkeparti;4,69533;5959;111;67;178;-0,56646;;1;0;
15;Møre og Romsdal;1528;Sykkylven;;;V;Venstre;5,80322;5959;100;120;220;0,17854;;2;0;
15;Møre og Romsdal;1528;Sykkylven;;;H;Høyre;18,99235;5959;354;366;720;1,54808;;6;0;
15;Møre og Romsdal;1528;Sykkylven;;;FRP;Fremskrittspartiet;32,73543;5959;624;617;1241;10,65144;;9;0;
15;Møre og Romsdal;1531;Sula;;;A;Arbeiderpartiet;20,31516;7223;436;518;954;0,8661;;6;0;
15;Møre og Romsdal;1531;Sula;;;SV;SV - Sosialistisk Venstreparti;4,62095;7223;98;119;217;-1,1259;;1;0;
15;Møre og Romsdal;1531;Sula;;;KRF;Kristelig Folkeparti;9,51874;7223;167;280;447;-1,57126;;3;0;
15;Møre og Romsdal;1531;Sula;;;V;Venstre;2,72572;7223;64;64;128;2,72572;;1;0;
15;Møre og Romsdal;1531;Sula;;;H;Høyre;21,63543;7223;445;571;1016;7,2683;;6;0;
15;Møre og Romsdal;1531;Sula;;;FRP;Fremskrittspartiet;31,81431;7223;653;841;1494;1,84518;;9;0;
15;Møre og Romsdal;1531;Sula;;;UAVH;Sulalista;9,36968;7223;153;287;440;-5,49615;;3;0;
15;Møre og Romsdal;1532;Giske;;;A;Arbeiderpartiet;8,86433;6507;171;206;377;-6,00359;;2;0;
15;Møre og Romsdal;1532;Giske;;;SP;Senterpartiet;7,43005;6507;87;229;316;-3,68945;;2;0;
15;Møre og Romsdal;1532;Giske;;;KRF;Kristelig Folkeparti;20,15048;6507;307;550;857;-5,38411;;5;0;
15;Møre og Romsdal;1532;Giske;;;MDG;Miljøpartiet De Grønne;3,03315;6507;50;79;129;3,03315;;1;0;
15;Møre og Romsdal;1532;Giske;;;V;Venstre;7,66518;6507;110;216;326;-0,73734;;2;0;
15;Møre og Romsdal;1532;Giske;;;H;Høyre;19,56266;6507;311;521;832;3,94002;;4;0;
15;Møre og Romsdal;1532;Giske;;;FRP;Fremskrittspartiet;18,59864;6507;326;465;791;7,63008;;4;0;
15;Møre og Romsdal;1532;Giske;;;INP;Industri- og Næringspartiet;4,46743;6507;71;119;190;4,46743;;1;0;
15;Møre og Romsdal;1532;Giske;;;TPG;Tverrpolitisk liste for Giske;10,22807;6507;114;321;435;-3,2562;;2;0;
15;Møre og Romsdal;1535;Vestnes;;;A;Arbeiderpartiet;17,9822;5577;234;372;606;6,20456;;4;0;
15;Møre og Romsdal;1535;Vestnes;;;SV;SV - Sosialistisk Venstreparti;6,35015;5577;103;111;214;-1,97272;;2;0;
15;Møre og Romsdal;1535;Vestnes;;;SP;Senterpartiet;15,60831;5577;146;380;526;-15,57888;;4;0;
15;Møre og Romsdal;1535;Vestnes;;;KRF;Kristelig Folkeparti;4,18398;5577;50;91;141;-0,05597;;1;0;
15;Møre og Romsdal;1535;Vestnes;;;V;Venstre;4,89614;5577;53;112;165;-1,1026;;1;0;
15;Møre og Romsdal;1535;Vestnes;;;H;Høyre;18,4273;5577;241;380;621;4,63961;;4;0;
15;Møre og Romsdal;1535;Vestnes;;;FRP;Fremskrittspartiet;25,69733;5577;369;497;866;10,55914;;6;0;
15;Møre og Romsdal;1535;Vestnes;;;DEMN;Norgesdemokratene;0,97923;5577;9;24;33;0,97923;;0;0;
15;Møre og Romsdal;1535;Vestnes;;;INP;Industri- og Næringspartiet;5,87537;5577;86;112;198;5,87537;;1;0;
15;Møre og Romsdal;1539;Rauma;;;A;Arbeiderpartiet;7,21539;5577;167;103;270;-9,80152;;2;0;
15;Møre og Romsdal;1539;Rauma;;;SV;SV - Sosialistisk Venstreparti;43,61304;5577;947;685;1632;20,39418;;12;0;
15;Møre og Romsdal;1539;Rauma;;;SP;Senterpartiet;18,06521;5577;327;349;676;-1,25822;;5;0;
15;Møre og Romsdal;1539;Rauma;;;MDG;Miljøpartiet De Grønne;2,35168;5577;54;34;88;-1,87692;;0;0;
15;Møre og Romsdal;1539;Rauma;;;H;Høyre;12,45323;5577;268;198;466;-8,38224;;3;0;
15;Møre og Romsdal;1539;Rauma;;;FRP;Fremskrittspartiet;13,52218;5577;242;264;506;8,3966;;4;0;
15;Møre og Romsdal;1539;Rauma;;;INP;Industri- og Næringspartiet;2,77926;5577;53;51;104;2,77926;;1;0;
15;Møre og Romsdal;1547;Aukra;;;A;Arbeiderpartiet;15,41618;2749;123;140;263;-5,76094;;3;0;
15;Møre og Romsdal;1547;Aukra;;;SP;Senterpartiet;12,3095;2749;94;116;210;-5,01724;;3;0;
15;Møre og Romsdal;1547;Aukra;;;KRF;Kristelig Folkeparti;32,82532;2749;264;296;560;12,96834;;7;0;
15;Møre og Romsdal;1547;Aukra;;;V;Venstre;11,48886;2749;59;137;196;5,05322;;2;0;
15;Møre og Romsdal;1547;Aukra;;;H;Høyre;27,96014;2749;199;278;477;4,5278;;6;0;
15;Møre og Romsdal;1554;Averøy;;;A;Arbeiderpartiet;45,94694;4642;699;548;1247;-7,13598;;10;0;
15;Møre og Romsdal;1554;Averøy;;;SV;SV - Sosialistisk Venstreparti;3,90567;4642;68;38;106;0,39752;;1;0;
15;Møre og Romsdal;1554;Averøy;;;SP;Senterpartiet;6,85335;4642;107;79;186;-7,21468;;2;0;
15;Møre og Romsdal;1554;Averøy;;;KRF;Kristelig Folkeparti;3,50037;4642;45;50;95;-0,75193;;1;0;
15;Møre og Romsdal;1554;Averøy;;;V;Venstre;8,87988;4642;116;125;241;-1,5737;;2;0;
15;Møre og Romsdal;1554;Averøy;;;H;Høyre;11,38541;4642;144;165;309;7,55834;;3;0;
15;Møre og Romsdal;1554;Averøy;;;FRP;Fremskrittspartiet;19,52837;4642;303;227;530;8,72043;;4;0;
15;Møre og Romsdal;1557;Gjemnes;;;A;Arbeiderpartiet;12,88433;2071;69;107;176;-2,31811;;2;0;
15;Møre og Romsdal;1557;Gjemnes;;;SV;SV - Sosialistisk Venstreparti;9,0776;2071;71;53;124;0,82703;;2;0;
15;Møre og Romsdal;1557;Gjemnes;;;SP;Senterpartiet;36,09078;2071;249;244;493;-13,71824;;6;0;
15;Møre og Romsdal;1557;Gjemnes;;;KRF;Kristelig Folkeparti;4,90483;2071;35;32;67;-1,13031;;1;0;
15;Møre og Romsdal;1557;Gjemnes;;;H;Høyre;18,37482;2071;106;145;251;6,7629;;3;0;
15;Møre og Romsdal;1557;Gjemnes;;;FRP;Fremskrittspartiet;18,66764;2071;126;129;255;11,71577;;3;0;
15;Møre og Romsdal;1560;Tingvoll;;;A;Arbeiderpartiet;19,43189;2405;122;179;301;-8,16274;;4;0;
15;Møre og Romsdal;1560;Tingvoll;;;SV;SV - Sosialistisk Venstreparti;5,3583;2405;38;45;83;5,3583;;1;0;
15;Møre og Romsdal;1560;Tingvoll;;;SP;Senterpartiet;39,83215;2405;181;436;617;6,74302;;8;0;
15;Møre og Romsdal;1560;Tingvoll;;;MDG;Miljøpartiet De Grønne;4,19626;2405;28;37;65;-2,9466;;1;0;
15;Møre og Romsdal;1560;Tingvoll;;;FRP;Fremskrittspartiet;16,9787;2405;103;160;263;8,98114;;4;0;
15;Møre og Romsdal;1560;Tingvoll;;;FLHKV;Felleslista Høyre-KrF-Venstre;14,20271;2405;80;140;220;14,20271;;3;0;
15;Møre og Romsdal;1563;Sunndal;;;A;Arbeiderpartiet;39,45915;5603;576;781;1357;-1,32999;;11;0;
15;Møre og Romsdal;1563;Sunndal;;;SV;SV - Sosialistisk Venstreparti;7,4731;5603;114;143;257;-0,67448;;2;0;
15;Møre og Romsdal;1563;Sunndal;;;RØDT;Rødt;3,31492;5603;48;66;114;3,31492;;1;0;
15;Møre og Romsdal;1563;Sunndal;;;SP;Senterpartiet;11,4859;5603;122;273;395;-10,57406;;3;0;
15;Møre og Romsdal;1563;Sunndal;;;KRF;Kristelig Folkeparti;3,54754;5603;37;85;122;0,95979;;1;0;
15;Møre og Romsdal;1563;Sunndal;;;MDG;Miljøpartiet De Grønne;2,18087;5603;31;44;75;-0,94493;;0;0;
15;Møre og Romsdal;1563;Sunndal;;;V;Venstre;4,5362;5603;49;107;156;1,74348;;1;0;
15;Møre og Romsdal;1563;Sunndal;;;H;Høyre;19,13347;5603;233;425;658;10,01228;;5;0;
15;Møre og Romsdal;1563;Sunndal;;;FRP;Fremskrittspartiet;8,86886;5603;120;185;305;-2,50701;;3;0;
15;Møre og Romsdal;1566;Surnadal;;;A;Arbeiderpartiet;25,19217;4734;291;430;721;-4,6694;;7;0;
15;Møre og Romsdal;1566;Surnadal;;;SV;SV - Sosialistisk Venstreparti;2,13138;4734;40;21;61;-0,47245;;0;0;
15;Møre og Romsdal;1566;Surnadal;;;RØDT;Rødt;3,59888;4734;39;64;103;3,59888;;1;0;
15;Møre og Romsdal;1566;Surnadal;;;SP;Senterpartiet;26,38015;4734;226;529;755;-19,63171;;8;0;
15;Møre og Romsdal;1566;Surnadal;;;MDG;Miljøpartiet De Grønne;7,75681;4734;89;133;222;2,45029;;2;0;
15;Møre og Romsdal;1566;Surnadal;;;H;Høyre;26,31027;4734;311;442;753;18,8284;;7;0;
15;Møre og Romsdal;1566;Surnadal;;;FRP;Fremskrittspartiet;8,63033;4734;110;137;247;2,43389;;2;0;
15;Møre og Romsdal;1573;Smøla;;;A;Arbeiderpartiet;23,00557;1719;133;115;248;-10,72224;;4;0;
15;Møre og Romsdal;1573;Smøla;;;SP;Senterpartiet;50,83488;1719;257;291;548;11,4435;;9;0;
15;Møre og Romsdal;1573;Smøla;;;V;Venstre;12,15213;1719;57;74;131;6,15044;;2;0;
15;Møre og Romsdal;1573;Smøla;;;H;Høyre;14,00742;1719;81;70;151;3,44106;;2;0;
15;Møre og Romsdal;1576;Aure;;;A;Arbeiderpartiet;50,55265;2719;514;355;869;17,86608;;10;0;
15;Møre og Romsdal;1576;Aure;;;SP;Senterpartiet;16,75393;2719;190;98;288;-12,35055;;3;0;
15;Møre og Romsdal;1576;Aure;;;KRF;Kristelig Folkeparti;5,2356;2719;47;43;90;0,01172;;1;0;
15;Møre og Romsdal;1576;Aure;;;MDG;Miljøpartiet De Grønne;3,08319;2719;39;14;53;3,08319;;0;0;
15;Møre og Romsdal;1576;Aure;;;H;Høyre;20,12798;2719;208;138;346;5,15286;;4;0;
15;Møre og Romsdal;1576;Aure;;;FRP;Fremskrittspartiet;4,24666;2719;50;23;73;2,00785;;1;0;
15;Møre og Romsdal;1577;Volda;;;A;Arbeiderpartiet;13,79681;8500;345;425;770;0,14903;;5;0;
15;Møre og Romsdal;1577;Volda;;;SV;SV - Sosialistisk Venstreparti;10,85827;8500;288;318;606;3,11078;;4;0;
15;Møre og Romsdal;1577;Volda;;;RØDT;Rødt;2,84895;8500;84;75;159;0,69687;;1;0;
15;Møre og Romsdal;1577;Volda;;;SP;Senterpartiet;20,22935;8500;387;742;1129;-0,44856;;7;0;
15;Møre og Romsdal;1577;Volda;;;KRF;Kristelig Folkeparti;9,24565;8500;230;286;516;0,36832;;3;0;
15;Møre og Romsdal;1577;Volda;;;MDG;Miljøpartiet De Grønne;4,37198;8500;127;117;244;-2,17393;;1;0;
15;Møre og Romsdal;1577;Volda;;;V;Venstre;3,74485;8500;76;133;209;-2,11957;;1;0;
15;Møre og Romsdal;1577;Volda;;;H;Høyre;14,85397;8500;354;475;829;-4,22781;;5;0;
15;Møre og Romsdal;1577;Volda;;;FRP;Fremskrittspartiet;10,91202;8500;246;363;609;5,35248;;4;0;
15;Møre og Romsdal;1577;Volda;;;INP;Industri- og Næringspartiet;7,04175;8500;138;255;393;7,04175;;2;0;
15;Møre og Romsdal;1577;Volda;;;KRISTNE;Konservativt;2,0964;8500;60;57;117;0,08779;;0;0;
15;Møre og Romsdal;1578;Fjord;;;A;Arbeiderpartiet;9,31113;2022;56;67;123;-13,80634;;2;0;
15;Møre og Romsdal;1578;Fjord;;;SV;SV - Sosialistisk Venstreparti;11,05223;2022;67;79;146;4,35043;;2;0;
15;Møre og Romsdal;1578;Fjord;;;SP;Senterpartiet;38,68282;2022;170;341;511;4,87258;;7;0;
15;Møre og Romsdal;1578;Fjord;;;H;Høyre;32,5511;2022;158;272;430;6,49688;;6;0;
15;Møre og Romsdal;1578;Fjord;;;FRP;Fremskrittspartiet;8,40273;2022;54;57;111;2,60453;;2;0;
15;Møre og Romsdal;1579;Hustadvika;;;A;Arbeiderpartiet;16,27718;10406;398;605;1003;-3,20478;;6;0;
15;Møre og Romsdal;1579;Hustadvika;;;SV;SV - Sosialistisk Venstreparti;3,55404;10406;91;128;219;0,23289;;1;0;
15;Møre og Romsdal;1579;Hustadvika;;;RØDT;Rødt;1,36319;10406;38;46;84;1,36319;;0;0;
15;Møre og Romsdal;1579;Hustadvika;;;SP;Senterpartiet;16,94255;10406;288;756;1044;-26,82036;;6;0;
15;Møre og Romsdal;1579;Hustadvika;;;KRF;Kristelig Folkeparti;8,01688;10406;157;337;494;3,77407;;3;0;
15;Møre og Romsdal;1579;Hustadvika;;;MDG;Miljøpartiet De Grønne;1,59039;10406;34;64;98;-0,8091;;0;0;
15;Møre og Romsdal;1579;Hustadvika;;;V;Venstre;2,14216;10406;48;84;132;-1,08364;;1;0;
15;Møre og Romsdal;1579;Hustadvika;;;H;Høyre;21,84356;10406;532;814;1346;9,38527;;7;0;
15;Møre og Romsdal;1579;Hustadvika;;;FRP;Fremskrittspartiet;18,01363;10406;418;692;1110;7,97073;;6;0;
15;Møre og Romsdal;1579;Hustadvika;;;INP;Industri- og Næringspartiet;9,21779;10406;207;361;568;9,21779;;3;0;
15;Møre og Romsdal;1579;Hustadvika;;;KRISTNE;Konservativt;1,03862;10406;23;41;64;-0,02605;;0;0;
15;Møre og Romsdal;1580;Haram;;;A;Arbeiderpartiet;10,14432;7345;274;211;485;;;3;0;
15;Møre og Romsdal;1580;Haram;;;SV;SV - Sosialistisk Venstreparti;2,57268;7345;63;60;123;;;1;0;
15;Møre og Romsdal;1580;Haram;;;RØDT;Rødt;2,09161;7345;45;55;100;;;0;0;
15;Møre og Romsdal;1580;Haram;;;SP;Senterpartiet;35,05543;7345;870;806;1676;;;9;0;
15;Møre og Romsdal;1580;Haram;;;KRF;Kristelig Folkeparti;4,39239;7345;110;100;210;;;1;0;
15;Møre og Romsdal;1580;Haram;;;V;Venstre;6,44217;7345;128;180;308;;;2;0;
15;Møre og Romsdal;1580;Haram;;;H;Høyre;15,62435;7345;383;364;747;;;4;0;
15;Møre og Romsdal;1580;Haram;;;FRP;Fremskrittspartiet;14,09747;7345;337;337;674;;;4;0;
15;Møre og Romsdal;1580;Haram;;;INP;Industri- og Næringspartiet;9,57959;7345;244;214;458;;;3;0;
18;Nordland;1804;Bodø;;;A;Arbeiderpartiet;16,93835;41925;2042;2343;4385;-10,4116;;7;0;
18;Nordland;1804;Bodø;;;SV;SV - Sosialistisk Venstreparti;9,21276;41925;1151;1234;2385;4,2422;;4;0;
18;Nordland;1804;Bodø;;;RØDT;Rødt;6,04141;41925;725;839;1564;-1,91623;;2;0;
18;Nordland;1804;Bodø;;;SP;Senterpartiet;3,61171;41925;327;608;935;-6,33337;;1;0;
18;Nordland;1804;Bodø;;;KRF;Kristelig Folkeparti;2,09363;41925;226;316;542;0,12991;;1;0;
18;Nordland;1804;Bodø;;;MDG;Miljøpartiet De Grønne;3,60399;41925;450;483;933;-2,37017;;1;0;
18;Nordland;1804;Bodø;;;V;Venstre;7,1114;41925;745;1096;1841;2,83229;;3;0;
18;Nordland;1804;Bodø;;;H;Høyre;34,34796;41925;4637;4255;8892;8,61403;;14;0;
18;Nordland;1804;Bodø;;;FRP;Fremskrittspartiet;11,82015;41925;1322;1738;3060;0,48821;;5;0;
18;Nordland;1804;Bodø;;;DEMN;Norgesdemokratene;0,86527;41925;96;128;224;0,86527;;0;0;
18;Nordland;1804;Bodø;;;INP;Industri- og Næringspartiet;2,74258;41925;331;379;710;2,74258;;1;0;
18;Nordland;1804;Bodø;;;KRISTNE;Konservativt;0,32447;41925;44;40;84;0,01233;;0;0;
18;Nordland;1804;Bodø;;;LIBS;Liberalistene;0,22404;41925;17;41;58;0,04229;;0;0;
