Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
34;Innlandet;3439;Ringebu;;;A;Arbeiderpartiet;49,93148;3551;346;747;1093;-3,56424;;12;0;
34;Innlandet;3439;Ringebu;;;SP;Senterpartiet;25,17131;3551;208;343;551;-2,38845;;6;0;
34;Innlandet;3439;Ringebu;;;MDG;Miljøpartiet De Grønne;3,15212;3551;28;41;69;-0,7721;;1;0;
34;Innlandet;3439;Ringebu;;;H;Høyre;4,5683;3551;50;50;100;4,5683;;1;0;
34;Innlandet;3439;Ringebu;;;PS;Partiet Sentrum;2,69529;3551;21;38;59;2,69529;;0;0;
34;Innlandet;3439;Ringebu;;;TVLRING;Tverrpolitisk liste;14,4815;3551;109;208;317;3,15989;;3;0;
34;Innlandet;3440;Øyer;;;A;Arbeiderpartiet;24,47873;4053;284;303;587;-10,12638;;5;0;
34;Innlandet;3440;Øyer;;;SV;SV - Sosialistisk Venstreparti;13,88657;4053;173;160;333;5,64544;;3;0;
34;Innlandet;3440;Øyer;;;SP;Senterpartiet;32,65221;4053;276;507;783;-11,14787;;7;0;
34;Innlandet;3440;Øyer;;;KRF;Kristelig Folkeparti;3,16931;4053;25;51;76;0,07888;;0;0;
34;Innlandet;3440;Øyer;;;H;Høyre;20,80901;4053;226;273;499;10,54575;;5;0;
34;Innlandet;3440;Øyer;;;FRP;Fremskrittspartiet;5,00417;4053;49;71;120;5,00417;;1;0;
34;Innlandet;3441;Gausdal;;;A;Arbeiderpartiet;23,74821;5080;356;308;664;-12,60375;;5;0;
34;Innlandet;3441;Gausdal;;;SP;Senterpartiet;33,61946;5080;355;585;940;-10,53597;;8;0;
34;Innlandet;3441;Gausdal;;;MDG;Miljøpartiet De Grønne;5,25751;5080;70;77;147;1,08282;;1;0;
34;Innlandet;3441;Gausdal;;;V;Venstre;4,14878;5080;57;59;116;4,14878;;1;0;
34;Innlandet;3441;Gausdal;;;BYG;Bygdalista i Gausdal;20,92275;5080;254;331;585;11,41729;;5;0;
34;Innlandet;3441;Gausdal;;;FRP_H;Fellesliste FrP/ Høyre;12,30329;5080;150;194;344;12,30329;;3;0;
34;Innlandet;3442;Østre Toten;;;A;Arbeiderpartiet;34,46328;12059;828;1490;2318;-2,68787;;11;0;
34;Innlandet;3442;Østre Toten;;;SV;SV - Sosialistisk Venstreparti;3,56824;12059;131;109;240;0,62544;;1;0;
34;Innlandet;3442;Østre Toten;;;RØDT;Rødt;3,00327;12059;91;111;202;-0,1744;;1;0;
34;Innlandet;3442;Østre Toten;;;SP;Senterpartiet;20,66607;12059;440;950;1390;-9,24551;;6;0;
34;Innlandet;3442;Østre Toten;;;KRF;Kristelig Folkeparti;2,28962;12059;42;112;154;-0,12817;;0;0;
34;Innlandet;3442;Østre Toten;;;MDG;Miljøpartiet De Grønne;2,15581;12059;59;86;145;-1,00804;;0;0;
34;Innlandet;3442;Østre Toten;;;V;Venstre;3,9102;12059;76;187;263;1,16082;;1;0;
34;Innlandet;3442;Østre Toten;;;H;Høyre;12,92001;12059;282;587;869;3,46989;;4;0;
34;Innlandet;3442;Østre Toten;;;FRP;Fremskrittspartiet;12,57806;12059;280;566;846;5,89113;;4;0;
34;Innlandet;3442;Østre Toten;;;PP;Pensjonistpartiet;4,44544;12059;113;186;299;2,09672;;1;0;
34;Innlandet;3443;Vestre Toten;;;A;Arbeiderpartiet;33,77828;11181;666;1409;2075;-5,4479;;11;0;
34;Innlandet;3443;Vestre Toten;;;SV;SV - Sosialistisk Venstreparti;3,49992;11181;83;132;215;0,44135;;1;0;
34;Innlandet;3443;Vestre Toten;;;RØDT;Rødt;4,39525;11181;123;147;270;0,92377;;1;0;
34;Innlandet;3443;Vestre Toten;;;SP;Senterpartiet;14,61826;11181;179;719;898;-8,53512;;5;0;
34;Innlandet;3443;Vestre Toten;;;KRF;Kristelig Folkeparti;3,04412;11181;55;132;187;0,99487;;1;0;
34;Innlandet;3443;Vestre Toten;;;MDG;Miljøpartiet De Grønne;1,74182;11181;43;64;107;-1,69907;;0;0;
34;Innlandet;3443;Vestre Toten;;;V;Venstre;3,40225;11181;65;144;209;1,21537;;1;0;
34;Innlandet;3443;Vestre Toten;;;H;Høyre;22,02507;11181;434;919;1353;6,60987;;7;0;
34;Innlandet;3443;Vestre Toten;;;FRP;Fremskrittspartiet;13,49503;11181;240;589;829;5,49687;;4;0;
34;Innlandet;3446;Gran;;;A;Arbeiderpartiet;34,10489;11106;1005;1323;2328;6,7757;;9;0;
34;Innlandet;3446;Gran;;;SV;SV - Sosialistisk Venstreparti;2,84207;11106;91;103;194;2,84207;;1;0;
34;Innlandet;3446;Gran;;;RØDT;Rødt;2,56373;11106;75;100;175;2,56373;;1;0;
34;Innlandet;3446;Gran;;;SP;Senterpartiet;6,57779;11106;143;306;449;-13,80355;;2;0;
34;Innlandet;3446;Gran;;;MDG;Miljøpartiet De Grønne;1,28919;11106;50;38;88;-0,7475;;0;0;
34;Innlandet;3446;Gran;;;V;Venstre;1,39174;11106;37;58;95;-0,47162;;0;0;
34;Innlandet;3446;Gran;;;H;Høyre;18,09259;11106;467;768;1235;8,71804;;5;0;
34;Innlandet;3446;Gran;;;FRP;Fremskrittspartiet;10,76765;11106;265;470;735;5,35093;;3;0;
34;Innlandet;3446;Gran;;;GBL;Gran Bygdeliste;22,37035;11106;605;922;1527;-6,63442;;6;0;
34;Innlandet;3447;Søndre Land;;;A;Arbeiderpartiet;40,83168;4553;424;607;1031;8,84788;;11;0;
34;Innlandet;3447;Søndre Land;;;SV;SV - Sosialistisk Venstreparti;4,71287;4553;42;77;119;0,14901;;1;0;
34;Innlandet;3447;Søndre Land;;;RØDT;Rødt;3,40594;4553;44;42;86;-0,12737;;1;0;
34;Innlandet;3447;Søndre Land;;;SP;Senterpartiet;8,31683;4553;80;130;210;-7,98792;;2;0;
34;Innlandet;3447;Søndre Land;;;KRF;Kristelig Folkeparti;1,94059;4553;11;38;49;0,39477;;0;0;
34;Innlandet;3447;Søndre Land;;;MDG;Miljøpartiet De Grønne;1,70297;4553;18;25;43;-0,57896;;0;0;
34;Innlandet;3447;Søndre Land;;;V;Venstre;3,16832;4553;35;45;80;-1,21151;;1;0;
34;Innlandet;3447;Søndre Land;;;H;Høyre;10,77228;4553;98;174;272;-5,53247;;3;0;
34;Innlandet;3447;Søndre Land;;;FRP;Fremskrittspartiet;4,9901;4553;50;76;126;4,9901;;1;0;
34;Innlandet;3447;Søndre Land;;;SLB;Søndre Land Bygdeliste;20,15842;4553;179;330;509;1,05647;;5;0;
34;Innlandet;3448;Nordre Land;;;A;Arbeiderpartiet;29,34783;5298;470;448;918;-8,46981;;7;0;
34;Innlandet;3448;Nordre Land;;;SV;SV - Sosialistisk Venstreparti;7,96036;5298;141;108;249;1,95139;;2;0;
34;Innlandet;3448;Nordre Land;;;SP;Senterpartiet;35,35806;5298;506;600;1106;-3,6554;;8;0;
34;Innlandet;3448;Nordre Land;;;H;Høyre;8,66368;5298;139;132;271;0,41256;;2;0;
34;Innlandet;3448;Nordre Land;;;FRP;Fremskrittspartiet;9,36701;5298;121;172;293;9,36701;;2;0;
34;Innlandet;3448;Nordre Land;;;BYGDEL;Bygdelista for Nordre Land;6,17008;5298;83;110;193;6,17008;;1;0;
34;Innlandet;3448;Nordre Land;;;FKFV;Fellesliste for Kristelig Folkeparti og Venstre;3,13299;5298;44;54;98;3,13299;;1;0;
34;Innlandet;3449;Sør-Aurdal;;;A;Arbeiderpartiet;28,30189;2359;115;275;390;-2,21635;;6;0;
34;Innlandet;3449;Sør-Aurdal;;;SP;Senterpartiet;49,41945;2359;192;489;681;0,28317;;9;0;
34;Innlandet;3449;Sør-Aurdal;;;H;Høyre;11,10305;2359;48;105;153;2,65775;;2;0;
34;Innlandet;3449;Sør-Aurdal;;;FRP;Fremskrittspartiet;11,17562;2359;59;95;154;6,05725;;2;0;
34;Innlandet;3450;Etnedal;;;A;Arbeiderpartiet;23,99356;1023;90;59;149;-8,01194;;4;0;
34;Innlandet;3450;Etnedal;;;SP;Senterpartiet;49,11433;1023;141;164;305;3,6473;;7;0;
34;Innlandet;3450;Etnedal;;;KRF;Kristelig Folkeparti;9,66184;1023;36;24;60;9,66184;;1;0;
34;Innlandet;3450;Etnedal;;;FRP;Fremskrittspartiet;17,23027;1023;41;66;107;8,02698;;3;0;
34;Innlandet;3451;Nord-Aurdal;;;A;Arbeiderpartiet;22,60083;5163;349;301;650;-8,9147;;5;0;
34;Innlandet;3451;Nord-Aurdal;;;SV;SV - Sosialistisk Venstreparti;5,28512;5163;75;77;152;0,65608;;1;0;
34;Innlandet;3451;Nord-Aurdal;;;SP;Senterpartiet;40,29903;5163;505;654;1159;3,64716;;9;0;
34;Innlandet;3451;Nord-Aurdal;;;MDG;Miljøpartiet De Grønne;4,76356;5163;76;61;137;4,76356;;1;0;
34;Innlandet;3451;Nord-Aurdal;;;V;Venstre;2,19054;5163;34;29;63;-5,35543;;0;0;
34;Innlandet;3451;Nord-Aurdal;;;H;Høyre;11,05702;5163;150;168;318;2,116;;2;0;
34;Innlandet;3451;Nord-Aurdal;;;FRP;Fremskrittspartiet;10,95271;5163;145;170;315;1,82145;;3;0;
34;Innlandet;3451;Nord-Aurdal;;;DEMN;Norgesdemokratene;2,85118;5163;37;45;82;2,85118;;0;0;
34;Innlandet;3452;Vestre Slidre;;;A;Arbeiderpartiet;14,29961;1714;83;64;147;-0,66825;;2;0;
34;Innlandet;3452;Vestre Slidre;;;SP;Senterpartiet;55,54475;1714;239;332;571;-0,46995;;10;0;
34;Innlandet;3452;Vestre Slidre;;;MDG;Miljøpartiet De Grønne;7,00389;1714;27;45;72;-0,3423;;1;0;
34;Innlandet;3452;Vestre Slidre;;;BLVS;Bygdeliste;23,15175;1714;101;137;238;1,48049;;4;0;
34;Innlandet;3453;Øystre Slidre;;;A;Arbeiderpartiet;29,56879;2624;218;214;432;6,17661;;6;0;
34;Innlandet;3453;Øystre Slidre;;;SV;SV - Sosialistisk Venstreparti;14,51061;2624;93;119;212;7,25966;;3;0;
34;Innlandet;3453;Øystre Slidre;;;SP;Senterpartiet;28,88433;2624;139;283;422;-23,38554;;6;0;
34;Innlandet;3453;Øystre Slidre;;;V;Venstre;8,89802;2624;53;77;130;4,54745;;2;0;
34;Innlandet;3453;Øystre Slidre;;;H;Høyre;18,13826;2624;119;146;265;5,40182;;4;0;
34;Innlandet;3454;Vang;;;A;Arbeiderpartiet;39,32715;1249;151;188;339;-13,9167;;7;0;
34;Innlandet;3454;Vang;;;RØDT;Rødt;2,5522;1249;10;12;22;2,5522;;0;0;
34;Innlandet;3454;Vang;;;SP;Senterpartiet;14,50116;1249;70;55;125;-9,65991;;3;0;
34;Innlandet;3454;Vang;;;MDG;Miljøpartiet De Grønne;7,65661;1249;40;26;66;0,05035;;1;0;
34;Innlandet;3454;Vang;;;BLV;Bygdelista i Vang;35,96288;1249;138;172;310;20,97406;;6;0;
39;Vestfold;3901;Horten;;;A;Arbeiderpartiet;31,32001;22308;2119;2159;4278;;;13;0;
39;Vestfold;3901;Horten;;;SV;SV - Sosialistisk Venstreparti;5,68124;22308;435;341;776;;;2;0;
39;Vestfold;3901;Horten;;;RØDT;Rødt;6,65495;22308;479;430;909;;;3;0;
39;Vestfold;3901;Horten;;;SP;Senterpartiet;1,5887;22308;78;139;217;;;0;0;
39;Vestfold;3901;Horten;;;KRF;Kristelig Folkeparti;2,57706;22308;151;201;352;;;1;0;
39;Vestfold;3901;Horten;;;MDG;Miljøpartiet De Grønne;5,17607;22308;338;369;707;;;2;0;
39;Vestfold;3901;Horten;;;V;Venstre;5,44696;22308;325;419;744;;;2;0;
39;Vestfold;3901;Horten;;;H;Høyre;22,74691;22308;1556;1551;3107;;;10;0;
39;Vestfold;3901;Horten;;;FRP;Fremskrittspartiet;10,69624;22308;706;755;1461;;;5;0;
39;Vestfold;3901;Horten;;;DEMN;Norgesdemokratene;1,17871;22308;77;84;161;;;0;0;
39;Vestfold;3901;Horten;;;INP;Industri- og Næringspartiet;6,67692;22308;413;499;912;;;3;0;
39;Vestfold;3901;Horten;;;LIBS;Liberalistene;0,25624;22308;4;31;35;;;0;0;
39;Vestfold;3903;Holmestrand;;;A;Arbeiderpartiet;18,71105;21120;1125;1247;2372;;;7;0;
39;Vestfold;3903;Holmestrand;;;SV;SV - Sosialistisk Venstreparti;4,59099;21120;271;311;582;;;2;0;
39;Vestfold;3903;Holmestrand;;;RØDT;Rødt;3,74694;21120;243;232;475;;;1;0;
39;Vestfold;3903;Holmestrand;;;SP;Senterpartiet;6,68139;21120;309;538;847;;;2;0;
39;Vestfold;3903;Holmestrand;;;KRF;Kristelig Folkeparti;3,8416;21120;199;288;487;;;1;0;
39;Vestfold;3903;Holmestrand;;;MDG;Miljøpartiet De Grønne;2,66625;21120;158;180;338;;;1;0;
39;Vestfold;3903;Holmestrand;;;V;Venstre;2,27972;21120;112;177;289;;;1;0;
39;Vestfold;3903;Holmestrand;;;H;Høyre;32,03439;21120;1952;2109;4061;;;11;0;
39;Vestfold;3903;Holmestrand;;;FRP;Fremskrittspartiet;19,33423;21120;1125;1326;2451;;;7;0;
39;Vestfold;3903;Holmestrand;;;DEMN;Norgesdemokratene;1,37256;21120;72;102;174;;;0;0;
39;Vestfold;3903;Holmestrand;;;INP;Industri- og Næringspartiet;4,74087;21120;260;341;601;;;2;0;
39;Vestfold;3905;Tønsberg;;;A;Arbeiderpartiet;22,02469;46905;2926;3355;6281;;;10;0;
39;Vestfold;3905;Tønsberg;;;SV;SV - Sosialistisk Venstreparti;6,15401;46905;854;901;1755;;;3;0;
39;Vestfold;3905;Tønsberg;;;RØDT;Rødt;3,40837;46905;516;456;972;;;1;0;
39;Vestfold;3905;Tønsberg;;;SP;Senterpartiet;4,82502;46905;560;816;1376;;;2;0;
39;Vestfold;3905;Tønsberg;;;KRF;Kristelig Folkeparti;4,0641;46905;522;637;1159;;;2;0;
39;Vestfold;3905;Tønsberg;;;MDG;Miljøpartiet De Grønne;4,18332;46905;633;560;1193;;;2;0;
39;Vestfold;3905;Tønsberg;;;V;Venstre;3,99046;46905;508;630;1138;;;2;0;
39;Vestfold;3905;Tønsberg;;;H;Høyre;32,48475;46905;4492;4772;9264;;;14;0;
39;Vestfold;3905;Tønsberg;;;FRP;Fremskrittspartiet;11,81359;46905;1572;1797;3369;;;5;0;
39;Vestfold;3905;Tønsberg;;;DEMN;Norgesdemokratene;0,65923;46905;83;105;188;;;0;0;
39;Vestfold;3905;Tønsberg;;;FNB;Folkets Parti;0,55053;46905;61;96;157;;;0;0;
39;Vestfold;3905;Tønsberg;;;INP;Industri- og Næringspartiet;3,69591;46905;431;623;1054;;;2;0;
39;Vestfold;3905;Tønsberg;;;KRISTNE;Konservativt;0,80651;46905;92;138;230;;;0;0;
39;Vestfold;3905;Tønsberg;;;LIBS;Liberalistene;0,18585;46905;26;27;53;;;0;0;
39;Vestfold;3905;Tønsberg;;;PS;Partiet Sentrum;0,47689;46905;56;80;136;;;0;0;
39;Vestfold;3905;Tønsberg;;;FOLKSTLI;Folkestyret-listen;0,67677;46905;79;114;193;;;0;0;
39;Vestfold;3907;Sandefjord;;;A;Arbeiderpartiet;17,04503;52455;2294;2669;4963;;;8;0;
39;Vestfold;3907;Sandefjord;;;SV;SV - Sosialistisk Venstreparti;6,12357;52455;908;875;1783;;;3;0;
39;Vestfold;3907;Sandefjord;;;RØDT;Rødt;3,16997;52455;442;481;923;;;1;0;
39;Vestfold;3907;Sandefjord;;;SP;Senterpartiet;3,53745;52455;385;645;1030;;;2;0;
39;Vestfold;3907;Sandefjord;;;KRF;Kristelig Folkeparti;3,33482;52455;430;541;971;;;2;0;
39;Vestfold;3907;Sandefjord;;;MDG;Miljøpartiet De Grønne;3,16997;52455;457;466;923;;;1;0;
39;Vestfold;3907;Sandefjord;;;V;Venstre;4,50252;52455;613;698;1311;;;2;0;
39;Vestfold;3907;Sandefjord;;;H;Høyre;40,50211;52455;5790;6003;11793;;;18;0;
39;Vestfold;3907;Sandefjord;;;FRP;Fremskrittspartiet;9,898;52455;1356;1526;2882;;;5;0;
39;Vestfold;3907;Sandefjord;;;DEMN;Norgesdemokratene;2,18773;52455;256;381;637;;;1;0;
39;Vestfold;3907;Sandefjord;;;INP;Industri- og Næringspartiet;5,29931;52455;614;929;1543;;;2;0;
39;Vestfold;3907;Sandefjord;;;KRISTNE;Konservativt;0,65254;52455;95;95;190;;;0;0;
39;Vestfold;3907;Sandefjord;;;LIBS;Liberalistene;0,24384;52455;37;34;71;;;0;0;
39;Vestfold;3907;Sandefjord;;;PS;Partiet Sentrum;0,33314;52455;49;48;97;;;0;0;
39;Vestfold;3909;Larvik;;;A;Arbeiderpartiet;18,33576;39024;1544;2744;4288;;;8;0;
39;Vestfold;3909;Larvik;;;SV;SV - Sosialistisk Venstreparti;6,13615;39024;635;800;1435;;;3;0;
39;Vestfold;3909;Larvik;;;RØDT;Rødt;2,87351;39024;267;405;672;;;1;0;
39;Vestfold;3909;Larvik;;;SP;Senterpartiet;5,78124;39024;331;1021;1352;;;2;0;
39;Vestfold;3909;Larvik;;;KRF;Kristelig Folkeparti;4,54545;39024;337;726;1063;;;2;0;
39;Vestfold;3909;Larvik;;;MDG;Miljøpartiet De Grønne;3,09587;39024;274;450;724;;;1;0;
39;Vestfold;3909;Larvik;;;V;Venstre;4,85761;39024;389;747;1136;;;2;0;
39;Vestfold;3909;Larvik;;;H;Høyre;26,91354;39024;2396;3898;6294;;;11;0;
39;Vestfold;3909;Larvik;;;FRP;Fremskrittspartiet;20,88429;39024;1704;3180;4884;;;9;0;
39;Vestfold;3909;Larvik;;;DEMN;Norgesdemokratene;1,25716;39024;95;199;294;;;0;0;
39;Vestfold;3909;Larvik;;;INP;Industri- og Næringspartiet;3,9297;39024;260;659;919;;;2;0;
39;Vestfold;3909;Larvik;;;KRISTNE;Konservativt;0,59437;39024;40;99;139;;;0;0;
39;Vestfold;3909;Larvik;;;LIBS;Liberalistene;0,2865;39024;15;52;67;;;0;0;
39;Vestfold;3909;Larvik;;;PS;Partiet Sentrum;0,50885;39024;46;73;119;;;0;0;
39;Vestfold;3911;Færder;;;A;Arbeiderpartiet;28,33597;21973;1839;2287;4126;;;12;0;
39;Vestfold;3911;Færder;;;SP;Senterpartiet;3,13165;21973;148;308;456;;;1;0;
39;Vestfold;3911;Færder;;;KRF;Kristelig Folkeparti;2,82261;21973;172;239;411;;;1;0;
39;Vestfold;3911;Færder;;;MDG;Miljøpartiet De Grønne;5,45292;21973;403;391;794;;;2;0;
39;Vestfold;3911;Færder;;;V;Venstre;3,55058;21973;218;299;517;;;1;0;
39;Vestfold;3911;Færder;;;H;Høyre;29,79878;21973;2221;2118;4339;;;12;0;
39;Vestfold;3911;Færder;;;FRP;Fremskrittspartiet;11,0432;21973;769;839;1608;;;4;0;
39;Vestfold;3911;Færder;;;DEMN;Norgesdemokratene;1,16063;21973;77;92;169;;;0;0;
39;Vestfold;3911;Færder;;;INP;Industri- og Næringspartiet;4,36096;21973;274;361;635;;;2;0;
39;Vestfold;3911;Færder;;;LIBS;Liberalistene;0,21977;21973;11;21;32;;;0;0;
39;Vestfold;3911;Færder;;;FRSV;Felleslista Rødt SV;10,12293;21973;719;755;1474;;;4;0;
40;Telemark;4001;Porsgrunn;;;A;Arbeiderpartiet;24,52127;29736;1870;2471;4341;;;13;0;
40;Telemark;4001;Porsgrunn;;;SV;SV - Sosialistisk Venstreparti;6,05547;29736;495;577;1072;;;3;0;
40;Telemark;4001;Porsgrunn;;;RØDT;Rødt;5,93685;29736;465;586;1051;;;3;0;
40;Telemark;4001;Porsgrunn;;;SP;Senterpartiet;2,87522;29736;165;344;509;;;1;0;
40;Telemark;4001;Porsgrunn;;;KRF;Kristelig Folkeparti;6,3944;29736;416;716;1132;;;3;0;
40;Telemark;4001;Porsgrunn;;;MDG;Miljøpartiet De Grønne;3,61521;29736;292;348;640;;;2;0;
40;Telemark;4001;Porsgrunn;;;V;Venstre;2,87522;29736;202;307;509;;;1;0;
40;Telemark;4001;Porsgrunn;;;H;Høyre;23,39152;29736;1758;2383;4141;;;12;0;
40;Telemark;4001;Porsgrunn;;;FRP;Fremskrittspartiet;11,90194;29736;819;1288;2107;;;6;0;
40;Telemark;4001;Porsgrunn;;;DEMN;Norgesdemokratene;0,97159;29736;56;116;172;;;0;0;
40;Telemark;4001;Porsgrunn;;;INP;Industri- og Næringspartiet;10,6931;29736;704;1189;1893;;;5;0;
40;Telemark;4001;Porsgrunn;;;KRISTNE;Konservativt;0,53663;29736;40;55;95;;;0;0;
40;Telemark;4001;Porsgrunn;;;LIBS;Liberalistene;0,2316;29736;18;23;41;;;0;0;
40;Telemark;4003;Skien;;;A;Arbeiderpartiet;22,51747;45110;2105;3598;5703;;;13;0;
40;Telemark;4003;Skien;;;SV;SV - Sosialistisk Venstreparti;6,69641;45110;705;991;1696;;;4;0;
40;Telemark;4003;Skien;;;RØDT;Rødt;5,93043;45110;616;886;1502;;;3;0;
40;Telemark;4003;Skien;;;SP;Senterpartiet;5,16445;45110;332;976;1308;;;3;0;
40;Telemark;4003;Skien;;;KRF;Kristelig Folkeparti;5,91464;45110;537;961;1498;;;3;0;
40;Telemark;4003;Skien;;;MDG;Miljøpartiet De Grønne;3,54167;45110;397;500;897;;;2;0;
40;Telemark;4003;Skien;;;V;Venstre;2,67304;45110;224;453;677;;;1;0;
40;Telemark;4003;Skien;;;H;Høyre;22,68725;45110;2213;3533;5746;;;13;0;
40;Telemark;4003;Skien;;;FRP;Fremskrittspartiet;16,06191;45110;1462;2606;4068;;;9;0;
40;Telemark;4003;Skien;;;DEMN;Norgesdemokratene;1,59119;45110;143;260;403;;;1;0;
40;Telemark;4003;Skien;;;INP;Industri- og Næringspartiet;6,07257;45110;499;1039;1538;;;3;0;
40;Telemark;4003;Skien;;;KRISTNE;Konservativt;0,99104;45110;104;147;251;;;0;0;
40;Telemark;4003;Skien;;;LIBS;Liberalistene;0,15793;45110;15;25;40;;;0;0;
40;Telemark;4005;Notodden;;;A;Arbeiderpartiet;31,14615;10557;701;1136;1837;;;13;0;
40;Telemark;4005;Notodden;;;SV;SV - Sosialistisk Venstreparti;5,57816;10557;139;190;329;;;2;0;
40;Telemark;4005;Notodden;;;RØDT;Rødt;8,52831;10557;222;281;503;;;4;0;
40;Telemark;4005;Notodden;;;SP;Senterpartiet;9,25738;10557;148;398;546;;;4;0;
40;Telemark;4005;Notodden;;;KRF;Kristelig Folkeparti;6,47677;10557;144;238;382;;;3;0;
40;Telemark;4005;Notodden;;;V;Venstre;5,7138;10557;130;207;337;;;2;0;
40;Telemark;4005;Notodden;;;H;Høyre;20,05765;10557;483;700;1183;;;8;0;
40;Telemark;4005;Notodden;;;FRP;Fremskrittspartiet;11,59715;10557;236;448;684;;;5;0;
40;Telemark;4005;Notodden;;;PS;Partiet Sentrum;1,64463;10557;54;43;97;;;0;0;
40;Telemark;4010;Siljan;;;A;Arbeiderpartiet;30,19967;1890;150;213;363;;;5;0;
40;Telemark;4010;Siljan;;;SV;SV - Sosialistisk Venstreparti;8,65225;1890;43;61;104;;;2;0;
40;Telemark;4010;Siljan;;;SP;Senterpartiet;25,70715;1890;126;183;309;;;4;0;
40;Telemark;4010;Siljan;;;KRF;Kristelig Folkeparti;8,15308;1890;44;54;98;;;1;0;
40;Telemark;4010;Siljan;;;H;Høyre;27,28785;1890;109;219;328;;;5;0;
40;Telemark;4012;Bamble;;;A;Arbeiderpartiet;23,62003;11472;734;922;1656;;;8;0;
40;Telemark;4012;Bamble;;;SV;SV - Sosialistisk Venstreparti;3,95093;11472;103;174;277;;;1;0;
40;Telemark;4012;Bamble;;;RØDT;Rødt;4,53573;11472;145;173;318;;;2;0;
40;Telemark;4012;Bamble;;;SP;Senterpartiet;9,7561;11472;185;499;684;;;3;0;
40;Telemark;4012;Bamble;;;KRF;Kristelig Folkeparti;4,64984;11472;130;196;326;;;2;0;
40;Telemark;4012;Bamble;;;V;Venstre;3,8083;11472;96;171;267;;;1;0;
40;Telemark;4012;Bamble;;;H;Høyre;13,4075;11472;389;551;940;;;4;0;
40;Telemark;4012;Bamble;;;FRP;Fremskrittspartiet;36,27157;11472;879;1664;2543;;;12;0;
40;Telemark;4014;Kragerø;;;A;Arbeiderpartiet;17,73557;8556;438;505;943;;;6;0;
40;Telemark;4014;Kragerø;;;SV;SV - Sosialistisk Venstreparti;3,36656;8556;86;93;179;;;1;0;
40;Telemark;4014;Kragerø;;;RØDT;Rødt;16,0805;8556;353;502;855;;;6;0;
40;Telemark;4014;Kragerø;;;SP;Senterpartiet;7,69231;8556;122;287;409;;;3;0;
40;Telemark;4014;Kragerø;;;KRF;Kristelig Folkeparti;4,08125;8556;91;126;217;;;1;0;
40;Telemark;4014;Kragerø;;;MDG;Miljøpartiet De Grønne;7,97442;8556;206;218;424;;;3;0;
40;Telemark;4014;Kragerø;;;V;Venstre;2,91518;8556;76;79;155;;;1;0;
40;Telemark;4014;Kragerø;;;H;Høyre;13,97405;8556;345;398;743;;;5;0;
40;Telemark;4014;Kragerø;;;FRP;Fremskrittspartiet;22,23058;8556;493;689;1182;;;8;0;
40;Telemark;4014;Kragerø;;;DEMN;Norgesdemokratene;1,57984;8556;28;56;84;;;0;0;
40;Telemark;4014;Kragerø;;;INP;Industri- og Næringspartiet;2,36976;8556;40;86;126;;;1;0;
40;Telemark;4016;Drangedal;;;A;Arbeiderpartiet;32,15339;3279;208;446;654;;;7;0;
40;Telemark;4016;Drangedal;;;SV;SV - Sosialistisk Venstreparti;6,93215;3279;42;99;141;;;1;0;
40;Telemark;4016;Drangedal;;;SP;Senterpartiet;22,6647;3279;122;339;461;;;5;0;
40;Telemark;4016;Drangedal;;;KRF;Kristelig Folkeparti;6,68633;3279;53;83;136;;;1;0;
40;Telemark;4016;Drangedal;;;MDG;Miljøpartiet De Grønne;5,3589;3279;38;71;109;;;1;0;
40;Telemark;4016;Drangedal;;;FRP;Fremskrittspartiet;14,40511;3279;90;203;293;;;3;0;
40;Telemark;4016;Drangedal;;;FHV;Fellesliste for Høyre og Venstre;11,79941;3279;72;168;240;;;3;0;
40;Telemark;4018;Nome;;;A;Arbeiderpartiet;29,44785;5280;357;555;912;;;7;0;
40;Telemark;4018;Nome;;;SV;SV - Sosialistisk Venstreparti;5,03713;5280;80;76;156;;;1;0;
40;Telemark;4018;Nome;;;SP;Senterpartiet;21,82758;5280;192;484;676;;;5;0;
40;Telemark;4018;Nome;;;KRF;Kristelig Folkeparti;3,0352;5280;23;71;94;;;0;0;
40;Telemark;4018;Nome;;;MDG;Miljøpartiet De Grønne;5,81208;5280;79;101;180;;;1;0;
40;Telemark;4018;Nome;;;V;Venstre;1,16242;5280;13;23;36;;;0;0;
40;Telemark;4018;Nome;;;H;Høyre;14,82079;5280;179;280;459;;;3;0;
40;Telemark;4018;Nome;;;FRP;Fremskrittspartiet;15,07911;5280;182;285;467;;;3;0;
40;Telemark;4018;Nome;;;DEMN;Norgesdemokratene;3,77785;5280;46;71;117;;;1;0;
40;Telemark;4020;Midt-Telemark;;;A;Arbeiderpartiet;15,45455;8381;395;336;731;;;4;0;
40;Telemark;4020;Midt-Telemark;;;SV;SV - Sosialistisk Venstreparti;5,89852;8381;159;120;279;;;2;0;
40;Telemark;4020;Midt-Telemark;;;RØDT;Rødt;4,0592;8381;94;98;192;;;1;0;
